id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
112156,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
131887,3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,10,2,3,3,1,8,0,0,0,5,7,0,Fuzzers,1
21523,0.029885,tcp,-,FIN,72,74,4238,63516,4851.93247,31,29,1118956.0,16773097.0,7,30,0.416296,0.400082,21.816366,21.331154,255,3198220024,3198539205,255,0.000806,0.000669,0.000137,59,858,0,0,5,0,3,1,1,2,0,0,0,6,3,0,Normal,0
87649,1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,5,4,4,10,0,0,0,5,7,0,DoS,1
154828,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,4,7,0,DoS,1
49391,0.497039,tcp,-,FIN,14,10,774,556,46.274036,254,252,11572.5332,8063.753906,4,3,36.306309,48.983109,1866.075286,59.284945,255,3157003630,2290211038,255,0.084071,0.056186,0.027885,55,56,0,0,3,1,2,2,1,3,0,0,0,2,3,0,Fuzzers,1
156887,4.598935,ospf,-,INT,82,0,5248,0,17.612773,254,0,9017.739258,0.0,0,0,56.776977,0.0,161.878984,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,13,1,1,1,0,0,0,1,1,0,Reconnaissance,1
73184,8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,6,2,2,2,1,6,0,0,0,3,6,0,Fuzzers,1
42316,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,29,2,10,10,1,29,0,0,0,10,29,0,Normal,0
117898,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,16,16,16,23,0,0,0,16,23,0,Generic,1
116336,12.853813,ospf,-,INT,42,0,2184,0,3.189715,254,0,1326.921387,0.0,0,0,313.507625,0.0,340.910781,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,4,1,0,Analysis,1
37516,0.003359,tcp,ftp-data,FIN,6,8,320,1930,3870.199504,31,29,635903.5625,4022625.75,1,2,0.6094,0.408714,35.211941,0.719511,255,451392777,456109340,255,0.000623,0.000495,0.000128,53,241,0,0,3,0,5,1,1,4,0,0,0,7,3,0,Normal,0
51916,0.624017,tcp,-,FIN,10,6,542,268,24.037807,254,252,6256.239746,2871.716553,2,1,63.492556,108.373797,3084.996455,148.473406,255,1456099890,3562388984,255,0.138413,0.082139,0.056274,54,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
99376,1.57001,tcp,http,FIN,14,8,8740,354,13.375711,254,252,41355.15234,1579.607788,4,1,118.152767,214.483859,10620.00231,329.071188,255,3103144859,3667360363,255,0.129096,0.068614,0.060482,624,44,1,0,2,1,1,2,1,1,0,0,1,6,1,0,Exploits,1
103741,2.89129,tcp,-,FIN,22,34,1200,26766,19.022651,62,252,3170.903076,71882.10156,6,15,137.633708,84.126365,7227.094017,6148.418097,255,1125766819,1913169630,255,0.20923,0.115114,0.094116,55,787,0,0,2,1,1,1,1,1,0,0,0,2,2,0,Exploits,1
121190,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,4,7,0,Backdoor,1
7672,0.006957,tcp,ssh,FIN,32,24,3728,5474,7905.706345,31,29,4153514.25,6032485.0,7,7,0.2319,0.268696,14.484503,0.403772,255,1115889735,3265836084,255,0.000794,0.000638,0.000156,117,228,0,0,1,0,5,1,1,2,0,0,0,2,1,0,Normal,0
48324,17.330788,ospf,-,INT,28,0,12832,0,1.557921,254,0,5711.916016,0.0,0,0,641.881062,0.0,746.488812,0.0,0,0,0,0,0.0,0.0,0.0,458,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Backdoor,1
98663,2.200029,tcp,smtp,FIN,160,40,186407,2592,90.453357,62,252,673598.4375,9192.606445,77,8,13.924234,54.359563,1338.251461,61.797262,255,137041570,2989730342,255,0.067245,0.039343,0.027902,1165,65,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
132051,9.517505,ospf,-,INT,40,0,10880,0,4.097713,254,0,8916.623047,0.0,0,0,244.038594,0.0,304.207719,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Backdoor,1
80530,0.919026,tcp,http,FIN,10,6,1308,268,16.321627,254,252,10254.33398,1949.890381,2,1,88.809222,153.711594,4679.620679,214.965313,255,3810482897,1564258190,255,0.275875,0.150467,0.125408,131,45,1,0,3,1,1,1,1,3,0,0,1,1,3,0,Worms,1
128035,1.744352,tcp,http,FIN,12,12,1362,3038,13.185412,254,252,5728.20166,12772.65137,3,3,158.485179,151.045,10814.56859,391.398687,255,778747403,1138429915,255,0.135749,0.082853,0.052896,114,253,1,428,1,1,1,1,1,1,0,0,1,1,1,0,DoS,1
54150,9e-06,ippc,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,3,3,3,9,0,0,0,5,8,0,Analysis,1
60179,0.431062,tcp,-,FIN,10,6,624,268,34.797777,254,252,10430.05371,4157.174316,2,1,44.140222,80.474797,2323.015638,115.185148,255,3565045381,2600328360,255,0.061561,0.02868,0.032881,62,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
64055,5.156528,tcp,http,FIN,64,368,3156,473870,83.583372,62,252,4820.297852,733180.125,2,181,81.849651,13.940096,4544.194015,1732.856044,255,4059615713,3818253776,255,0.097922,0.053767,0.044155,49,1288,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
81859,0.395533,tcp,-,FIN,10,8,1132,354,42.979979,254,252,20610.16406,6270.020508,2,1,42.267444,54.39543,2922.580144,117.59982,255,468782108,2945972512,255,0.070087,0.014756,0.055331,113,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
5568,0.034452,tcp,-,FIN,28,42,2198,34406,2002.786557,31,29,492279.125,7799141.0,5,15,1.263852,0.828415,72.1107,58.815306,255,722332680,725660618,255,0.000605,0.000484,0.000121,79,819,0,0,7,0,7,6,1,6,0,0,0,8,7,0,Normal,0
97693,0.705416,tcp,http,FIN,10,8,828,1058,24.099254,62,252,8460.255859,10501.60449,2,2,78.273,93.09057,4557.976053,175.97925,255,2738155303,512845337,255,0.1384,0.053773,0.084627,83,132,1,127,2,1,1,1,1,2,0,0,1,4,2,0,Analysis,1
158274,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,9,2,9,9,3,9,0,0,0,9,9,0,Generic,1
110671,3e-06,ip,-,INT,2,0,180,0,333333.3215,254,0,239999984.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,4,2,3,4,3,3,0,0,0,4,3,0,DoS,1
157387,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,33,33,16,36,0,0,0,33,36,0,Generic,1
85762,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,4,3,3,12,0,0,0,5,8,0,DoS,1
133339,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,10,10,10,32,0,0,0,10,32,0,Generic,1
165719,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,2,4,0,Backdoor,1
68066,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,3,7,0,Backdoor,1
107912,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,3,1,1,1,0,0,0,1,1,0,Reconnaissance,1
19835,1.107082,tcp,http,FIN,12,18,1580,10168,26.194988,31,29,10470.76856,69400.46094,3,5,100.611273,65.091412,9578.087346,7747.218646,255,3932928754,1784352695,255,0.000652,0.000524,0.000128,132,565,1,3924,2,0,2,1,1,1,0,0,1,1,1,0,Normal,0
69725,0.983154,tcp,http,FIN,10,6,1072,268,15.25702,254,252,7852.279297,1822.705322,2,1,102.216,172.346,5505.64825,266.730375,255,4127491107,1011553448,255,0.222525,0.121423,0.101102,107,45,1,0,1,1,2,1,1,2,0,0,1,2,2,0,Backdoor,1
89152,0.438053,tcp,ftp,FIN,12,12,576,682,52.505061,254,252,9642.668945,11432.40625,3,4,39.823,34.957184,1966.181215,48.901594,255,3991640768,2826451980,255,0.092706,0.039115,0.053591,48,57,0,0,3,1,2,2,1,3,0,0,0,2,3,0,Fuzzers,1
4054,0.018338,tcp,-,FIN,16,18,1540,1644,1799.541895,31,29,629948.75,677500.25,4,4,1.2016,1.050647,73.03556,2.256671,255,667496845,2821076529,255,0.000594,0.000472,0.000122,96,91,0,0,8,0,7,6,1,6,0,0,0,9,12,0,Normal,0
135786,4.598935,ospf,-,INT,82,0,5248,0,17.612773,254,0,9017.739258,0.0,0,0,56.776977,0.0,161.878984,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,13,1,1,1,0,0,0,1,1,0,Backdoor,1
96416,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,4,2,2,13,0,0,0,4,8,0,DoS,1
82161,6e-06,mobile,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,1,1,1,13,0,0,0,1,9,0,Analysis,1
138967,1.120035,ospf,-,INT,28,0,3024,0,24.106388,254,0,20827.91992,0.0,0,0,41.482777,0.0,46.794559,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Analysis,1
89488,21.031204,ospf,-,REQ,16,0,1728,0,0.713226,254,0,616.227173,0.0,0,0,1513.8025,0.0,1604.459625,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,6,1,1,1,1,0,0,0,4,1,0,Fuzzers,1
55222,3e-06,ttp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Analysis,1
47950,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,Backdoor,1
64703,3.972266,tcp,http,FIN,46,232,2298,308276,69.733498,254,252,4529.404785,618182.1875,2,114,88.272579,16.73787,4337.908189,2139.380744,255,4155753283,861806558,255,0.402079,0.10515,0.296929,50,1329,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Worms,1
166197,8.7345,tcp,http,FIN,114,686,5154,914758,91.47633,254,252,4679.375,836613.4375,2,341,77.291231,12.655595,3644.098928,1569.626815,255,3049056587,1142213436,255,0.132647,0.07807,0.054577,45,1333,1,443364,1,1,2,1,1,1,0,0,1,2,1,0,Worms,1
111757,1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Backdoor,1
96827,1e-05,udp,-,INT,2,0,176,0,100000.0025,254,0,70400000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,88,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
60459,2e-06,udp,-,INT,2,0,104,0,500000.0013,254,0,208000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,1,1,1,3,0,0,0,1,4,0,Fuzzers,1
67308,1.011546,tcp,http,FIN,10,8,1306,354,16.805958,254,252,9300.615234,2451.692627,2,1,106.635556,133.090281,6651.825646,184.053703,255,3350420542,2976459025,255,0.130414,0.079905,0.050509,131,44,0,0,1,1,1,1,1,1,0,0,0,4,1,0,Worms,1
20941,0.223367,tcp,ftp-data,FIN,14,6,8928,320,85.061802,31,29,296946.2813,9562.737305,4,1,17.182077,44.542,1592.738138,68.200078,255,1261032338,3794607910,255,0.000674,0.000536,0.000138,638,53,0,0,3,0,2,1,1,6,0,0,0,2,3,0,Normal,0
62616,0.827972,tcp,-,FIN,10,8,738,354,20.532095,254,252,6425.337891,2995.270508,2,1,89.562778,102.152859,5054.124893,176.497297,255,2880891728,3622117050,255,0.220705,0.112899,0.107806,74,44,0,0,4,1,1,1,1,1,0,0,0,2,1,0,Shellcode,1
141638,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,15,15,15,23,0,0,0,15,23,0,Generic,1
74035,3e-06,ipcomp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,3,3,0,Exploits,1
60888,1e-05,udp,-,INT,2,0,104,0,100000.0025,254,0,41600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,2,2,1,3,0,0,0,2,5,0,Fuzzers,1
56938,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Exploits,1
48128,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,6,6,6,8,0,0,0,23,8,0,Analysis,1
156590,0.776703,tcp,http,FIN,10,8,798,1094,21.887388,62,252,7405.662109,9867.349609,2,2,86.194111,98.03043,4140.323191,141.922687,255,4221832308,3896483904,255,0.17897,0.090482,0.088488,80,137,1,149,3,1,1,2,1,1,0,0,1,2,1,0,Exploits,1
96750,0.57236,tcp,-,FIN,10,8,638,354,29.701587,254,252,8036.899902,4332.9375,2,1,59.507222,72.774711,3868.481877,126.391516,255,3918197545,4198714527,255,0.116193,0.062927,0.053266,64,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
163503,3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,1,0,0,0,2,1,0,Reconnaissance,1
18593,0.000996,udp,dns,CON,2,2,146,178,3012.048141,31,29,586345.375,714859.4375,0,0,0.002,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,7,1,1,1,0,0,0,1,2,0,Normal,0
150535,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,14,13,13,30,0,0,0,13,30,0,Generic,1
155596,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,17,16,16,16,0,0,0,16,16,0,Generic,1
137024,2.583909,tcp,-,FIN,14,12,1132,916,9.675263,254,252,3257.080566,2600.710693,3,2,198.759543,225.391906,14010.66251,346.681562,255,412084516,285354101,255,0.193893,0.104593,0.0893,81,76,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
147407,9e-06,udp,-,INT,2,0,808,0,111111.1072,254,0,359111104.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,404,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Worms,1
158468,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,16,16,16,16,0,0,0,16,16,0,Generic,1
35227,0.101536,tcp,-,FIN,20,20,4120,2560,384.100227,31,29,308383.25,191616.7656,7,7,5.327526,5.319263,619.3245,18.652693,255,671522733,2820357404,255,0.000587,0.000466,0.000121,206,128,0,0,9,0,1,1,1,2,0,0,0,2,3,0,Normal,0
116223,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,3,3,3,3,0,0,0,3,3,0,Backdoor,1
48002,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,Backdoor,1
12316,0.95572,tcp,ftp,FIN,52,54,2934,3742,109.864813,31,29,24090.73828,30745.40625,11,15,18.733295,18.022207,1451.911009,53.043254,255,3789156015,3802113773,255,0.00068,0.000539,0.000141,56,69,0,0,2,0,4,1,1,4,1,1,0,7,1,0,Normal,0
119003,0.85453,tcp,http,FIN,10,8,854,1228,19.893977,62,252,7199.279297,10064.01172,2,2,94.947778,102.689,4604.816748,130.882172,255,2225541928,740262202,255,0.20133,0.134993,0.066337,85,154,1,192,4,1,3,3,1,4,0,0,1,3,4,0,Analysis,1
